报告日,资产,货币资金,存放中央银行款项,存放同业款项,结算备付金,贵金属,拆出资金,交易性金融资产,买入返售金融资产,应收票据,应收账款,应收款项融资,预付账款,应收股利,应收利息,应收保费,应收代位追偿款,应收分保账款,应收分保合同准备金,应收分保未到期责任准备金,应收分保未决赔款准备金,应收分保寿险责任准备金,应收分保长期健康险责任准备金,应收保证金,应收投资款项,应收次级债,其他应收款,贴现,发放贷款及垫款净额,存货净额,保费准备金,农险保费准备金,其他保险责任准备金,保单质押贷款,划分为持有待售的资产,可供出售金融资产,长期股权投资,投资性房地产,债权投资,债权计划投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,衍生金融资产,长期应收款,存出资本保证金,固定资产原值,减：累计折旧,固定资产净值,减：固定资产减值准备,在建工程,固定资产净额,固定资产合计,定期存款,合同资产,使用权资产,其中:交易席位费,无形资产,商誉,长期待摊费用,独立账户资产,递延税款借项,其他长期资产,资产总计,负债,短期借款,同业存放款项,拆入资金,吸收存款,交易性金融负债,卖出回购金融资产款,应付票据,应付账款,预收账款,应付手续费及佣金,应付职工薪酬,应交税金,应付利息,应付股利,其他应付款,应付保户红利,应付分保账款,应付赔付款,应付保证金,预收保费,代买卖证券款,代理承销证券款,预计负债,划分为持有待售的负债,衍生金融负债,长期借款,应付债券款,其中：应付次级债,应付债券：优先股,应付债券：永续债,保险合同准备金,未到期责任准备金,未决赔款准备金,寿险责任准备金,长期健康险责任准备金,应付长期保险保障基金,保户储金,独立账户负债,长期应付款,专项应付款,合同负债,租赁负债,长期递延收益,递延税款贷项,其他负债,负债合计,所有者权益,股本,其他权益工具,其中：优先股,其中：永续债,资本公积,其他综合收益,盈余公积,一般风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20200930,,508497000000.0,,,11405000000.0,,98797000000.0,1060413000000.0,92917000000.0,,24150000000.0,,,,,98114000000.0,,13864000000.0,19175000000.0,,,,,,,,,,2506500000000.0,,,,,156702000000.0,,,236685000000.0,51402000000.0,2570357000000.0,,536483000000.0,246694000000.0,,,31650000000.0,190696000000.0,12611000000.0,,,,,,41303000000.0,41303000000.0,253265000000.0,,16547000000.0,,28567000000.0,21224000000.0,,50873000000.0,56243000000.0,203184000000.0,9138318000000.0,,115811000000.0,410966000000.0,62158000000.0,2517902000000.0,56681000000.0,311723000000.0,,5136000000.0,,11133000000.0,40393000000.0,27039000000.0,,,,63466000000.0,17717000000.0,63581000000.0,,16550000000.0,51039000000.0,,,,42984000000.0,210463000000.0,824973000000.0,,,,2134194000000.0,,,,,,753281000000.0,50873000000.0,,,,16232000000.0,,8718000000.0,267600000000.0,8202687000000.0,,18280000000.0,,,,128176000000.0,-13364000000.0,12164000000.0,73039000000.0,497369000000.0,,709669000000.0,225962000000.0,935631000000.0,9138318000000.0,定期报告,未审计,20201028,CNY,合并期末,2020-10-27T22:46:02
20200630,,473832000000.0,,,8452000000.0,,83818000000.0,1042849000000.0,93896000000.0,,25571000000.0,,,,,95901000000.0,,12159000000.0,19566000000.0,,,,,,,,,,2416118000000.0,,,,,152317000000.0,,,223585000000.0,53214000000.0,2454217000000.0,,501943000000.0,279117000000.0,,,35750000000.0,186649000000.0,12570000000.0,,,,,,41555000000.0,41555000000.0,246706000000.0,,16589000000.0,,27832000000.0,20859000000.0,,50398000000.0,56219000000.0,216949000000.0,8848631000000.0,,118692000000.0,374204000000.0,39296000000.0,2455101000000.0,76464000000.0,229989000000.0,,4718000000.0,,11554000000.0,35290000000.0,23125000000.0,,,,63042000000.0,16458000000.0,62731000000.0,,16896000000.0,56829000000.0,,,,46377000000.0,216254000000.0,785825000000.0,,,,2098415000000.0,,,,,,736582000000.0,50398000000.0,,,,16200000000.0,,15741000000.0,256427000000.0,7926460000000.0,,18280000000.0,,,,125285000000.0,1620000000.0,12164000000.0,72964000000.0,477654000000.0,,701972000000.0,220199000000.0,922171000000.0,8848631000000.0,定期报告,未审计,20200828,CNY,合并期末,2020-08-28T02:11:02
20200331,,515048000000.0,,,10043000000.0,,49551000000.0,1032367000000.0,93454000000.0,,26193000000.0,,,,,92799000000.0,,14112000000.0,19194000000.0,,,,,,,,,,2351758000000.0,,,,,147901000000.0,,,213434000000.0,54112000000.0,2342169000000.0,,520093000000.0,293754000000.0,,,40564000000.0,176770000000.0,12510000000.0,,,,,,41665000000.0,41665000000.0,244212000000.0,,16412000000.0,,27324000000.0,20914000000.0,,45384000000.0,53371000000.0,207844000000.0,8662952000000.0,,105116000000.0,358488000000.0,26896000000.0,2530720000000.0,77494000000.0,226340000000.0,,4652000000.0,,10852000000.0,32508000000.0,31024000000.0,,,,61920000000.0,18757000000.0,61400000000.0,,17760000000.0,54676000000.0,,,,48656000000.0,213955000000.0,677419000000.0,,,,2040603000000.0,,,,,,724022000000.0,45384000000.0,,,,16383000000.0,,17257000000.0,232791000000.0,7757723000000.0,,18280000000.0,,,,124214000000.0,9862000000.0,12164000000.0,72122000000.0,459549000000.0,,690196000000.0,215033000000.0,905229000000.0,8662952000000.0,定期报告,未审计,20200424,CNY,合并期末,2020-04-23T22:01:01
20191231,,449909000000.0,,,6203000000.0,,79569000000.0,961073000000.0,96457000000.0,,28579000000.0,,,,,82416000000.0,,11495000000.0,17703000000.0,,,,,,,,,,2240396000000.0,,,,,139326000000.0,,,204135000000.0,54467000000.0,2281225000000.0,,458165000000.0,282185000000.0,,,18957000000.0,183957000000.0,12501000000.0,63648000000.0,20884000000.0,42764000000.0,114000000.0,,42650000000.0,42650000000.0,216810000000.0,,16553000000.0,,27787000000.0,20927000000.0,,46131000000.0,50301000000.0,193052000000.0,8222929000000.0,,112285000000.0,355051000000.0,26271000000.0,2393068000000.0,39458000000.0,176523000000.0,,4821000000.0,,11038000000.0,39717000000.0,20841000000.0,,,,59082000000.0,14012000000.0,58732000000.0,,42473000000.0,38645000000.0,,,,24527000000.0,217087000000.0,699631000000.0,,,,1921907000000.0,,,,,,701635000000.0,46131000000.0,,,,15986000000.0,,22282000000.0,216025000000.0,7370559000000.0,,18280000000.0,,,,128651000000.0,13459000000.0,12164000000.0,71964000000.0,433644000000.0,,673161000000.0,179209000000.0,852370000000.0,8222929000000.0,定期报告,是,20210204,CNY,合并期末,2020-03-13T15:26:19
20190930,,464114000000.0,,,7529000000.0,,87544000000.0,910739000000.0,60797000000.0,,29638000000.0,,,,,78654000000.0,,11756000000.0,18318000000.0,,,,,,,,,,2072031000000.0,,,,,132379000000.0,,,190192000000.0,49523000000.0,2241237000000.0,,391764000000.0,249104000000.0,,,24027000000.0,178314000000.0,12778000000.0,,,,,,44341000000.0,44341000000.0,193797000000.0,,17477000000.0,,28254000000.0,20657000000.0,,43763000000.0,51502000000.0,176734000000.0,7786963000000.0,,108744000000.0,423542000000.0,25650000000.0,2259413000000.0,47580000000.0,143016000000.0,,5572000000.0,,10333000000.0,37122000000.0,23487000000.0,,,,58216000000.0,14664000000.0,56253000000.0,,17551000000.0,34483000000.0,,,,30618000000.0,212024000000.0,547213000000.0,,,,1842862000000.0,,,,,,685865000000.0,43763000000.0,,,,17131000000.0,,24044000000.0,207129000000.0,6992235000000.0,,18280000000.0,,,,127214000000.0,2772000000.0,12164000000.0,56471000000.0,429297000000.0,,641197000000.0,153531000000.0,794728000000.0,7786963000000.0,定期报告,未审计,20191025,CNY,合并期末,2020-03-13T15:26:19
20190630,,505779000000.0,,,6181000000.0,,84004000000.0,854814000000.0,42732000000.0,,26056000000.0,,,,,76238000000.0,,10551000000.0,18401000000.0,,,,,,,,,,2007513000000.0,,,,,127846000000.0,,,176838000000.0,48541000000.0,2160246000000.0,,362233000000.0,245278000000.0,,,17955000000.0,184627000000.0,12553000000.0,,,,,,43936000000.0,43936000000.0,193708000000.0,,17390000000.0,,28632000000.0,20724000000.0,,41743000000.0,49313000000.0,198566000000.0,7562398000000.0,,101118000000.0,264982000000.0,18736000000.0,2306107000000.0,22948000000.0,125352000000.0,,5053000000.0,,11436000000.0,32000000000.0,20058000000.0,,,,57407000000.0,13753000000.0,55393000000.0,,17132000000.0,39771000000.0,,,,24607000000.0,185556000000.0,593120000000.0,,,,1795562000000.0,,,,,,673407000000.0,41743000000.0,,,,17212000000.0,,25630000000.0,213242000000.0,6798426000000.0,,18280000000.0,,,,127027000000.0,3733000000.0,12164000000.0,56370000000.0,411174000000.0,,625327000000.0,138645000000.0,763972000000.0,7562398000000.0,定期报告,未审计,20190816,CNY,合并期末,2020-03-13T15:26:19
20190331,,446491000000.0,,,11587000000.0,,100961000000.0,850743000000.0,119375000000.0,,23829000000.0,,,,,74399000000.0,,10138000000.0,18017000000.0,,,,,,,,,,1976679000000.0,,,,,121311000000.0,,,159605000000.0,47410000000.0,2096293000000.0,,346316000000.0,223507000000.0,,,20079000000.0,168753000000.0,12526000000.0,,,,,,45455000000.0,45455000000.0,200214000000.0,,17643000000.0,,29305000000.0,20533000000.0,,42563000000.0,46248000000.0,182172000000.0,7412152000000.0,,108868000000.0,292800000000.0,22839000000.0,2251864000000.0,23761000000.0,133942000000.0,,8807000000.0,,11505000000.0,29670000000.0,37900000000.0,,,,55744000000.0,13374000000.0,53661000000.0,,18681000000.0,44818000000.0,,,,19529000000.0,155366000000.0,553744000000.0,,,,1747335000000.0,,,,,,656309000000.0,42563000000.0,,,,18238000000.0,,24157000000.0,209990000000.0,6677859000000.0,,18280000000.0,,,,130799000000.0,2343000000.0,12164000000.0,55906000000.0,379587000000.0,,599079000000.0,135214000000.0,734293000000.0,7412152000000.0,定期报告,未审计,20190430,CNY,合并期末,2020-03-13T15:26:19
20181231,,474059000000.0,,,8964000000.0,,74434000000.0,824939000000.0,92951000000.0,,22011000000.0,,,,,67150000000.0,,8683000000.0,16671000000.0,,,,,,,,,,1929842000000.0,,,,,111219000000.0,,,154895000000.0,46789000000.0,2075151000000.0,,310901000000.0,222639000000.0,,,21911000000.0,165214000000.0,12446000000.0,63732000000.0,18254000000.0,45478000000.0,107000000.0,,45371000000.0,45371000000.0,172033000000.0,,,,29383000000.0,20520000000.0,,36308000000.0,45187000000.0,153289000000.0,7142960000000.0,,93627000000.0,387096000000.0,24606000000.0,2089029000000.0,16975000000.0,189028000000.0,,4713000000.0,,11195000000.0,35999000000.0,39995000000.0,,,,52591000000.0,10587000000.0,51679000000.0,,47227000000.0,25315000000.0,,,,22247000000.0,148069000000.0,556875000000.0,,,,1605411000000.0,,,,,,622915000000.0,36308000000.0,,,,,,18476000000.0,219598000000.0,6459317000000.0,,18280000000.0,,,,131148000000.0,4940000000.0,12164000000.0,55794000000.0,334182000000.0,,556508000000.0,127135000000.0,683643000000.0,7142960000000.0,定期报告,是,20200221,CNY,合并期末,2020-03-13T15:26:19
20180930,,498253000000.0,,,8308000000.0,,89256000000.0,767422000000.0,56339000000.0,,45256000000.0,,,,56480000000.0,63880000000.0,,10868000000.0,16658000000.0,,,,,,,,,,1843233000000.0,,,,,103747000000.0,,,144325000000.0,47600000000.0,,,,,462418000000.0,1997347000000.0,26309000000.0,160569000000.0,12252000000.0,,,,,,43729000000.0,43729000000.0,151540000000.0,,,,28747000000.0,20543000000.0,,39154000000.0,46752000000.0,169950000000.0,6910935000000.0,,93802000000.0,395817000000.0,23432000000.0,2082538000000.0,15993000000.0,101261000000.0,,4930000000.0,3269000000.0,11368000000.0,33807000000.0,31212000000.0,33659000000.0,,,51192000000.0,12972000000.0,49196000000.0,,18392000000.0,25815000000.0,,,,21521000000.0,131388000000.0,476630000000.0,,,,1576264000000.0,,,,,,613401000000.0,39154000000.0,,,,,,22191000000.0,241421000000.0,6260499000000.0,,18280000000.0,,,,130992000000.0,4582000000.0,12164000000.0,45454000000.0,316515000000.0,,527987000000.0,122449000000.0,650436000000.0,6910935000000.0,定期报告,未审计,20181030,CNY,合并期末,2020-03-13T15:26:19
20180630,,530042000000.0,,,9585000000.0,,83707000000.0,774932000000.0,122890000000.0,,75141000000.0,,,,51616000000.0,61161000000.0,,10262000000.0,16717000000.0,,,,,,,,,,1767658000000.0,,,,,99230000000.0,,,126082000000.0,47341000000.0,,,,,426027000000.0,1959943000000.0,21853000000.0,150119000000.0,13492000000.0,,,,,,42800000000.0,42800000000.0,156368000000.0,,,,34351000000.0,20513000000.0,,40596000000.0,44210000000.0,164795000000.0,6851431000000.0,,100557000000.0,426773000000.0,25435000000.0,2027115000000.0,18709000000.0,96361000000.0,,4978000000.0,2846000000.0,11612000000.0,30254000000.0,24937000000.0,34642000000.0,,,50005000000.0,12934000000.0,48476000000.0,,19439000000.0,28280000000.0,,,,19890000000.0,124320000000.0,495387000000.0,,,,1544038000000.0,,,,,,599645000000.0,40596000000.0,,,,,,21084000000.0,265135000000.0,6216339000000.0,,18280000000.0,,,,130471000000.0,3136000000.0,12164000000.0,45347000000.0,306654000000.0,,516052000000.0,119040000000.0,635092000000.0,6851431000000.0,定期报告,未审计,20180822,CNY,合并期末,2020-03-13T15:26:19
20180331,,509139000000.0,,,7129000000.0,,79824000000.0,700759000000.0,154404000000.0,,87285000000.0,,,,52792000000.0,56622000000.0,,9108000000.0,16494000000.0,,,,,,,,,,1698278000000.0,,,,,93133000000.0,,,113292000000.0,47029000000.0,,,,,401564000000.0,2015541000000.0,19607000000.0,136736000000.0,12246000000.0,,,,,,42592000000.0,42592000000.0,152481000000.0,,,,34895000000.0,20530000000.0,,42540000000.0,42880000000.0,178866000000.0,6725766000000.0,,96935000000.0,449165000000.0,19079000000.0,1959410000000.0,15029000000.0,110168000000.0,,5002000000.0,4798000000.0,11204000000.0,28699000000.0,46399000000.0,34861000000.0,,,48423000000.0,12057000000.0,46859000000.0,,18214000000.0,27816000000.0,,,,22922000000.0,120448000000.0,469561000000.0,,,,1504530000000.0,,,,,,581636000000.0,42540000000.0,,,,,,22917000000.0,264766000000.0,6108353000000.0,,18280000000.0,,,,127444000000.0,2465000000.0,12164000000.0,45009000000.0,296536000000.0,,501898000000.0,115515000000.0,617413000000.0,6725766000000.0,定期报告,未审计,20180427,CNY,合并期末,2020-03-13T15:26:19
20171231,,568399000000.0,,,6011000000.0,,60415000000.0,141250000000.0,99296000000.0,,72061000000.0,,,,51900000000.0,45694000000.0,,7989000000.0,15633000000.0,,,,,,847198000000.0,,,,1660864000000.0,,,,,83203000000.0,,775098000000.0,86207000000.0,47154000000.0,1243768000000.0,,,,,,16192000000.0,112028000000.0,12250000000.0,58561000000.0,15417000000.0,43144000000.0,107000000.0,,43037000000.0,43037000000.0,154077000000.0,,,,33428000000.0,20507000000.0,,42884000000.0,40141000000.0,206391000000.0,6493075000000.0,,90310000000.0,422379000000.0,28024000000.0,1930404000000.0,14060000000.0,133981000000.0,,8522000000.0,9791000000.0,9818000000.0,35606000000.0,35385000000.0,30696000000.0,,,45622000000.0,9516000000.0,45080000000.0,,49694000000.0,22291000000.0,,,,17950000000.0,109165000000.0,451283000000.0,,,,1391548000000.0,,,,,,548846000000.0,42884000000.0,,,,,,25891000000.0,275551000000.0,5905158000000.0,,18280000000.0,,,,120934000000.0,40146000000.0,12164000000.0,44964000000.0,236863000000.0,,473351000000.0,114566000000.0,587917000000.0,6493075000000.0,定期报告,是,20190313,CNY,合并期末,2020-03-13T15:26:19
20170930,,539611000000.0,,,6668000000.0,,82592000000.0,143506000000.0,53831000000.0,,43454000000.0,,,,52328000000.0,43632000000.0,,9425000000.0,16806000000.0,,,,,,830013000000.0,,,,1598770000000.0,,,,,77705000000.0,,733438000000.0,60146000000.0,47235000000.0,1196306000000.0,,,,,,6376000000.0,110271000000.0,12131000000.0,,,,,,39700000000.0,39700000000.0,155361000000.0,,,,33084000000.0,20267000000.0,,43165000000.0,37061000000.0,175634000000.0,6168516000000.0,,75897000000.0,408323000000.0,47456000000.0,1839896000000.0,13867000000.0,137613000000.0,,5134000000.0,9219000000.0,10939000000.0,31388000000.0,31444000000.0,26719000000.0,,,44368000000.0,10566000000.0,42125000000.0,,16719000000.0,22441000000.0,,,,6928000000.0,101895000000.0,438402000000.0,,,,1346594000000.0,,,,,,534852000000.0,43165000000.0,,,,,,19209000000.0,228810000000.0,5609576000000.0,,18280000000.0,,,,122836000000.0,35943000000.0,12164000000.0,36857000000.0,222200000000.0,,448280000000.0,110660000000.0,558940000000.0,6168516000000.0,定期报告,未审计,20171028,CNY,合并期末,2020-03-13T15:26:19
20170630,,555902000000.0,,,8206000000.0,,65968000000.0,146574000000.0,24116000000.0,,32627000000.0,,,,48055000000.0,42381000000.0,,10041000000.0,16874000000.0,,,,,,849658000000.0,,,,1553818000000.0,,,,,73994000000.0,,673339000000.0,55025000000.0,47007000000.0,1150882000000.0,,,,,,5970000000.0,95698000000.0,12447000000.0,,,,,,38472000000.0,38472000000.0,151065000000.0,,,,33351000000.0,20321000000.0,,41645000000.0,34623000000.0,190629000000.0,5978688000000.0,,70657000000.0,380340000000.0,26455000000.0,1841030000000.0,17172000000.0,164278000000.0,,5355000000.0,8091000000.0,10146000000.0,26516000000.0,24824000000.0,24543000000.0,,,43320000000.0,12292000000.0,41279000000.0,,16898000000.0,24673000000.0,,,,5933000000.0,87286000000.0,436104000000.0,,,,1303623000000.0,,,,,,517540000000.0,41645000000.0,,,,,,16637000000.0,214669000000.0,5445990000000.0,,18280000000.0,,,,121742000000.0,28288000000.0,12164000000.0,36838000000.0,208468000000.0,,425780000000.0,106918000000.0,532698000000.0,5978688000000.0,定期报告,未审计,20170818,CNY,合并期末,2020-03-13T15:26:19
20170331,,541587000000.0,,,9085000000.0,,69309000000.0,139129000000.0,79333000000.0,,21450000000.0,,,,47801000000.0,39541000000.0,,14129000000.0,16227000000.0,,,,,,819767000000.0,,,,1520215000000.0,,,,,70548000000.0,,594634000000.0,52037000000.0,42822000000.0,1060741000000.0,,,,,,4270000000.0,,12128000000.0,,,,,,35948000000.0,35948000000.0,163680000000.0,,,,36565000000.0,20268000000.0,,42455000000.0,30820000000.0,204537000000.0,5773318000000.0,,58444000000.0,391704000000.0,59513000000.0,1853012000000.0,14595000000.0,96128000000.0,,5492000000.0,6476000000.0,11496000000.0,23619000000.0,36507000000.0,24187000000.0,,,41834000000.0,17065000000.0,40078000000.0,,18756000000.0,25575000000.0,,,,7255000000.0,72536000000.0,409178000000.0,,,,1258069000000.0,,,,,,496565000000.0,42455000000.0,,,,,,13823000000.0,205357000000.0,5254793000000.0,,18280000000.0,,,,121302000000.0,24745000000.0,11366000000.0,36826000000.0,198958000000.0,,411477000000.0,107048000000.0,518525000000.0,5773318000000.0,其他,未审计,20170428,CNY,合并期末,2020-03-13T15:26:19
20161231,,569683000000.0,,,9738000000.0,,97450000000.0,153963000000.0,65657000000.0,,22353000000.0,,,,44950000000.0,35325000000.0,,12348000000.0,15269000000.0,,,,,,751990000000.0,,,,1458291000000.0,,,,,64634000000.0,,537241000000.0,48955000000.0,42396000000.0,1009714000000.0,,,,,,8836000000.0,78056000000.0,12098000000.0,49747000000.0,13514000000.0,36233000000.0,86000000.0,,36147000000.0,36147000000.0,189950000000.0,,,,36550000000.0,20639000000.0,,43790000000.0,28292000000.0,182588000000.0,5576903000000.0,,56904000000.0,384909000000.0,52586000000.0,1868294000000.0,25883000000.0,89166000000.0,,8565000000.0,6582000000.0,9283000000.0,30892000000.0,28848000000.0,24582000000.0,,,39216000000.0,14177000000.0,37688000000.0,,52239000000.0,26083000000.0,,,,8715000000.0,71258000000.0,349825000000.0,,,,1154056000000.0,,,,,,472557000000.0,43790000000.0,,,,,,11274000000.0,203933000000.0,5090442000000.0,,18280000000.0,,,,122510000000.0,18562000000.0,11366000000.0,36799000000.0,175932000000.0,,383449000000.0,103012000000.0,486461000000.0,5576903000000.0,定期报告,是,20180321,CNY,合并期末,2020-03-13T15:26:19
20160930,,523011000000.0,,,9993000000.0,,50172000000.0,100256000000.0,74605000000.0,,17908000000.0,,,,46012000000.0,34864000000.0,,10046000000.0,15763000000.0,,,,,,739860000000.0,,,,1427043000000.0,,,,,61068000000.0,,533658000000.0,47354000000.0,36009000000.0,982953000000.0,,,,,,5929000000.0,,12093000000.0,,,,,,36288000000.0,36288000000.0,165364000000.0,,,,35050000000.0,22345000000.0,,43955000000.0,23209000000.0,167849000000.0,5296564000000.0,,68410000000.0,239513000000.0,12928000000.0,1858756000000.0,20759000000.0,73518000000.0,,6830000000.0,5458000000.0,9275000000.0,30884000000.0,22672000000.0,24109000000.0,,,38042000000.0,11148000000.0,35678000000.0,,11534000000.0,24957000000.0,,,,11403000000.0,65154000000.0,405335000000.0,,,,1121115000000.0,,,,,,459297000000.0,43955000000.0,,,,,,12044000000.0,192527000000.0,4815950000000.0,,18280000000.0,,,,122646000000.0,20241000000.0,9883000000.0,28258000000.0,180070000000.0,,379378000000.0,101236000000.0,480614000000.0,5296564000000.0,定期报告,未审计,20161028,CNY,合并期末,2020-03-13T15:26:19
20160630,,521079000000.0,,,6187000000.0,,67070000000.0,120226000000.0,86315000000.0,,18040000000.0,,,,42579000000.0,33495000000.0,,9809000000.0,16640000000.0,,,,,,729567000000.0,,,,1364357000000.0,,,,,59066000000.0,,526380000000.0,46557000000.0,33429000000.0,967841000000.0,,,,,,11707000000.0,,12093000000.0,,,,,,34400000000.0,34400000000.0,168645000000.0,,,,34196000000.0,21337000000.0,,44855000000.0,20365000000.0,152781000000.0,5219782000000.0,,56654000000.0,248723000000.0,9993000000.0,1841061000000.0,23109000000.0,100599000000.0,,8419000000.0,2240000000.0,8921000000.0,26893000000.0,15712000000.0,23569000000.0,,,36944000000.0,10769000000.0,34617000000.0,,11952000000.0,31308000000.0,,,,19828000000.0,62374000000.0,386445000000.0,,,,1087547000000.0,,,,,,442156000000.0,44855000000.0,,,,,,9371000000.0,172024000000.0,4757190000000.0,,18280000000.0,,,,122384000000.0,17149000000.0,9883000000.0,28254000000.0,167998000000.0,,363948000000.0,98644000000.0,462592000000.0,5219782000000.0,定期报告,未审计,20160818,CNY,合并期末,2020-03-13T15:26:19
20160331,,566813000000.0,,,11065000000.0,,87212000000.0,101815000000.0,70240000000.0,,17932000000.0,,,,42780000000.0,33113000000.0,,8438000000.0,17356000000.0,,,,,,657076000000.0,,,,1298437000000.0,,,,,57028000000.0,,504554000000.0,35936000000.0,30624000000.0,946453000000.0,,,,,,7816000000.0,,12093000000.0,,,,,,32929000000.0,32929000000.0,170134000000.0,,,,29988000000.0,13912000000.0,,45225000000.0,17551000000.0,127781000000.0,5006993000000.0,,45312000000.0,288048000000.0,9118000000.0,1807752000000.0,17178000000.0,89642000000.0,,7232000000.0,2966000000.0,7863000000.0,21483000000.0,23351000000.0,25450000000.0,,,35584000000.0,9758000000.0,33724000000.0,,10824000000.0,33697000000.0,,,,10575000000.0,57656000000.0,311602000000.0,,,,1059293000000.0,,,,,,424028000000.0,45225000000.0,,,,,,6905000000.0,179604000000.0,4566653000000.0,,18280000000.0,,,,121901000000.0,15055000000.0,8498000000.0,28252000000.0,155707000000.0,,347693000000.0,92647000000.0,440340000000.0,5006993000000.0,定期报告,未审计,20160427,CNY,合并期末,2020-03-13T15:26:19
20151231,,475057000000.0,,,6789000000.0,,76636000000.0,73402000000.0,142050000000.0,,16778000000.0,,,,41272000000.0,34072000000.0,,7977000000.0,17872000000.0,,,,,,582193000000.0,,,,1245371000000.0,,,,,52092000000.0,,516364000000.0,26858000000.0,27509000000.0,916669000000.0,,,,,,8272000000.0,,12093000000.0,44077000000.0,11703000000.0,32374000000.0,83000000.0,,32291000000.0,32291000000.0,166811000000.0,,,,29774000000.0,12460000000.0,,53987000000.0,15663000000.0,117249000000.0,4765159000000.0,,42610000000.0,299146000000.0,13061000000.0,1681093000000.0,8506000000.0,119236000000.0,,4735000000.0,2704000000.0,6673000000.0,26990000000.0,20568000000.0,25367000000.0,,,33028000000.0,9212000000.0,32276000000.0,,34324000000.0,32814000000.0,,,,4527000000.0,52390000000.0,264413000000.0,,,,998296000000.0,,,,,,410365000000.0,53987000000.0,,,,,,9911000000.0,162305000000.0,4351588000000.0,,18280000000.0,,,,117965000000.0,26246000000.0,8498000000.0,28248000000.0,135011000000.0,,334248000000.0,79323000000.0,413571000000.0,4765159000000.0,定期报告,是,20170323,CNY,合并期末,2020-03-13T15:26:19
20150930,,465424000000.0,,,5170000000.0,,104189000000.0,49881000000.0,276515000000.0,,15446000000.0,,,,40606000000.0,36754000000.0,,8076000000.0,17941000000.0,,,,,,509740000000.0,,,,1227799000000.0,,,,,49877000000.0,,423371000000.0,23259000000.0,24602000000.0,871943000000.0,,,,,,5528000000.0,,12691000000.0,,,,,,29101000000.0,29101000000.0,187247000000.0,,,,29599000000.0,12471000000.0,,46179000000.0,17320000000.0,121221000000.0,4667113000000.0,,75202000000.0,423135000000.0,18414000000.0,1673016000000.0,7785000000.0,84469000000.0,,5918000000.0,2347000000.0,6636000000.0,25161000000.0,19174000000.0,27248000000.0,,,31842000000.0,10714000000.0,30347000000.0,,8754000000.0,31147000000.0,,,,3224000000.0,52406000000.0,236148000000.0,,,,964686000000.0,,,,,,391453000000.0,46179000000.0,,,,,,7703000000.0,75585000000.0,4262293000000.0,,18280000000.0,,,,131739000000.0,12489000000.0,7594000000.0,20164000000.0,138071000000.0,,328337000000.0,76483000000.0,404820000000.0,4667113000000.0,定期报告,未审计,20151028,CNY,合并期末,2020-03-13T15:26:19
20150630,,451080000000.0,,,7579000000.0,,69267000000.0,65266000000.0,334710000000.0,,13243000000.0,,,,35898000000.0,36310000000.0,,8280000000.0,16892000000.0,,,,,,479823000000.0,,,,1204178000000.0,,,,,47573000000.0,,449777000000.0,15566000000.0,20785000000.0,832078000000.0,,,,,,5133000000.0,,11989000000.0,,,,,,28819000000.0,28819000000.0,218738000000.0,,,,29920000000.0,12017000000.0,,57006000000.0,16440000000.0,116509000000.0,4632287000000.0,,27542000000.0,553459000000.0,20999000000.0,1617717000000.0,5627000000.0,109886000000.0,,2369000000.0,4088000000.0,6514000000.0,20194000000.0,18778000000.0,24540000000.0,,,30850000000.0,11054000000.0,30016000000.0,,8453000000.0,46179000000.0,,,,3572000000.0,49433000000.0,143778000000.0,,,,946971000000.0,,,,,,387302000000.0,57006000000.0,,,,,,11338000000.0,87203000000.0,4227789000000.0,,9140000000.0,,,,140814000000.0,25743000000.0,7594000000.0,19297000000.0,128602000000.0,,331190000000.0,73308000000.0,404498000000.0,4632287000000.0,定期报告,未审计,20150821,CNY,合并期末,2020-03-13T15:26:19
20150331,,413188000000.0,,,4431000000.0,,46360000000.0,66949000000.0,207429000000.0,,14098000000.0,,,,36035000000.0,33735000000.0,,8283000000.0,16853000000.0,,,,,,444157000000.0,,,,1144634000000.0,,,,,43421000000.0,,380058000000.0,13397000000.0,20495000000.0,798763000000.0,,,,,,5773000000.0,,11989000000.0,,,,,,24147000000.0,24147000000.0,219398000000.0,,,,30446000000.0,12037000000.0,,54216000000.0,13618000000.0,110054000000.0,4215240000000.0,,24566000000.0,411229000000.0,15301000000.0,1541860000000.0,5317000000.0,93188000000.0,,2819000000.0,4905000000.0,5749000000.0,14142000000.0,22196000000.0,25185000000.0,,,30281000000.0,10487000000.0,29768000000.0,,7344000000.0,22362000000.0,,,,3830000000.0,39047000000.0,115806000000.0,,,,907122000000.0,,,,,,369249000000.0,54216000000.0,,,,,,8762000000.0,65025000000.0,3833842000000.0,,9140000000.0,,,,137953000000.0,22256000000.0,7470000000.0,19295000000.0,118613000000.0,,314727000000.0,66671000000.0,381398000000.0,4215240000000.0,定期报告,未审计,20150430,CNY,合并期末,2020-03-13T15:26:19
